dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,catch_rate
836,Boltund,8,Electric,,Dog Pokémon,1.00,34.00,Strong Jaw,Competitive,,69,90,60,90,60,121,490,45
837,Rolycoly,8,Rock,,Coal Pokémon,0.30,12.00,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,255
838,Carkol,8,Rock,Fire,Coal Pokémon,1.10,78.00,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,120
839,Coalossal,8,Rock,Fire,Coal Pokémon,2.80,310.50,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,45
840,Applin,8,Grass,Dragon,Apple Core Pokémon,0.20,0.50,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,255
841,Flapple,8,Grass,Dragon,Apple Wing Pokémon,0.30,1.00,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,45
842,Appletun,8,Grass,Dragon,Apple Nectar Pokémon,0.40,13.00,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,45
843,Silicobra,8,Ground,,Sand Snake Pokémon,2.20,7.60,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,255
844,Sandaconda,8,Ground,,Sand Snake Pokémon,3.80,65.50,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,120
845,Cramorant,8,Flying,Water,Gulp Pokémon,0.80,18.00,Gulp Missile,,,70,85,55,85,95,85,475,45
846,Arrokuda,8,Water,,Rush Pokémon,0.50,1.00,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,255
847,Barraskewda,8,Water,,Skewer Pokémon,1.30,30.00,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,60
848,Toxel,8,Electric,Poison,Baby Pokémon,0.40,11.00,Rattled,Static,Klutz,40,38,35,54,35,40,242,75
849,Toxtricity,8,Electric,Poison,Punk Pokémon,1.60,40.00,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,45
850,Sizzlipede,8,Fire,Bug,Radiator Pokémon,0.70,1.00,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,190
851,Centiskorch,8,Fire,Bug,Radiator Pokémon,3.00,120.00,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,75
852,Clobbopus,8,Fighting,,Tantrum Pokémon,0.60,4.00,Limber,Technician,,50,68,60,50,50,32,310,180
853,Grapploct,8,Fighting,,Tantrum Pokémon,1.60,39.00,Limber,Technician,,80,118,90,70,80,42,480,45
854,Sinistea,8,Ghost,,Black Tea Pokémon,0.10,0.20,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,120
855,Polteageist,8,Ghost,,Black Tea Pokémon,0.20,0.40,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,60
856,Hatenna,8,Psychic,,Calm Pokémon,0.40,3.40,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,235
857,Hattrem,8,Psychic,,Serene Pokémon,0.60,4.80,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,120
858,Hatterene,8,Psychic,Fairy,Silent Pokémon,2.10,5.10,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,45
859,Impidimp,8,Dark,Fairy,Wily Pokémon,0.40,5.50,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,255
860,Morgrem,8,Dark,Fairy,Devious Pokémon,0.80,12.50,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,120
861,Grimmsnarl,8,Dark,Fairy,Bulk Up Pokémon,1.50,61.00,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,45
862,Obstagoon,8,Dark,Normal,Blocking Pokémon,1.60,46.00,Reckless,Guts,Defiant,93,90,101,60,81,95,520,45
863,Perrserker,8,Steel,,Viking Pokémon,0.80,28.00,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,90
864,Cursola,8,Ghost,,Coral Pokémon,1.00,0.40,Weak Armor,Perish Body,,60,95,50,145,130,30,510,30
865,Sirfetch'd,8,Fighting,,Wild Duck Pokémon,0.80,117.00,Steadfast,Scrappy,,62,135,95,68,82,65,507,45
866,Mr. Rime,8,Ice,Psychic,Comedian Pokémon,1.50,58.20,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,45
867,Runerigus,8,Ground,Ghost,Grudge Pokémon,1.60,66.60,Wandering Spirit,,,58,95,145,50,105,30,483,90
868,Milcery,8,Fairy,,Cream Pokémon,0.20,0.30,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,200
869,Alcremie,8,Fairy,,Cream Pokémon,0.30,0.50,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,100
870,Falinks,8,Fighting,,Formation Pokémon,3.00,62.00,Battle Armor,Defiant,,65,100,100,70,60,75,470,45
871,Pincurchin,8,Electric,,Sea Urchin Pokémon,0.30,1.00,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,75
872,Snom,8,Ice,Bug,Worm Pokémon,0.30,3.80,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,190
873,Frosmoth,8,Ice,Bug,Frost Moth Pokémon,1.30,42.00,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,75
874,Stonjourner,8,Rock,,Big Rock Pokémon,2.50,520.00,Power Spot,,,100,125,135,20,20,70,470,60
875,Eiscue,8,Ice,,Penguin Pokémon,1.40,89.00,Ice Face,,,75,80,110,65,90,50,470,60
876,Indeedee,8,Psychic,Normal,Emotion Pokémon,0.90,28.00,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,30
877,Morpeko,8,Electric,Dark,Two-Sided Pokémon,0.30,3.00,Hunger Switch,,,58,95,58,70,58,97,436,180
878,Cufant,8,Steel,,Copperderm Pokémon,1.20,100.00,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,190
879,Copperajah,8,Steel,,Copperderm Pokémon,3.00,650.00,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,90
880,Dracozolt,8,Electric,Dragon,Fossil Pokémon,1.80,190.00,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,45
881,Arctozolt,8,Electric,Ice,Fossil Pokémon,2.30,150.00,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,45
882,Dracovish,8,Water,Dragon,Fossil Pokémon,2.30,215.00,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,45
883,Arctovish,8,Water,Ice,Fossil Pokémon,2.00,175.00,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,45
884,Duraludon,8,Steel,Dragon,Alloy Pokémon,1.80,40.00,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,45
885,Dreepy,8,Dragon,Ghost,Lingering Pokémon,0.50,2.00,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,45
886,Drakloak,8,Dragon,Ghost,Caretaker Pokémon,1.40,11.00,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,45
887,Dragapult,8,Dragon,Ghost,Stealth Pokémon,3.00,50.00,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,45
888,Zacian,8,Fairy,,Warrior Pokémon,2.80,110.00,Intrepid Sword,,,92,120,115,80,115,138,660,10
889,Zamazenta,8,Fighting,,Warrior Pokémon,2.90,210.00,Dauntless Shield,,,92,120,115,80,115,138,660,10
890,Eternatus,8,Poison,Dragon,Gigantic Pokémon,20.00,950.00,Pressure,,,140,85,95,145,95,130,690,255
891,Kubfu,8,Fighting,,Wushu Pokémon,0.60,12.00,Inner Focus,,,60,90,60,53,50,72,385,3
892,Urshifu,8,Fighting,Dark,Wushu Pokémon,1.90,105.00,Unseen Fist,,,100,130,100,63,60,97,550,3
893,Zarude,8,Dark,Grass,Rogue Monkey Pokémon,1.80,70.00,Leaf Guard,,,105,120,105,70,95,105,600,3
894,Regieleki,8,Electric,,Electron Pokémon,1.20,145.00,Transistor,,,80,100,50,100,50,200,580,3
895,Regidrago,8,Dragon,,Dragon Orb Pokémon,2.10,200.00,Dragon's Maw,,,200,100,50,100,50,80,580,3
896,Glastrier,8,Ice,,Wild Horse Pokémon,2.20,800.00,Chilling Neigh,,,100,145,130,65,110,30,580,3
897,Spectrier,8,Ghost,,Swift Horse Pokémon,2.00,44.50,Grim Neigh,,,100,65,60,145,80,130,580,3
898,Calyrex,8,Psychic,Grass,King Pokémon,1.10,7.70,Unnerve,,,100,80,80,80,80,80,500,3
899,Wyrdeer,8,Normal,Psychic,Big Horn Pokémon,1.80,95.10,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,45
900,Kleavor,8,Bug,Rock,Axe Pokémon,1.80,89.00,Swarm,Sheer Force,Sharpness,70,135,95,45,70,85,500,15
901,Ursaluna,8,Ground,Normal,Peat Pokémon,2.40,290.00,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,20
902,Basculegion,8,Water,Ghost,Big Fish Pokémon,3.00,110.00,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,45
903,Sneasler,8,Fighting,Poison,Free Climb Pokémon,1.30,43.00,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,20
904,Overqwil,8,Dark,Poison,Pin Cluster Pokémon,2.50,60.50,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,45
905,Enamorus,8,Fairy,Flying,Love-Hate Pokémon,1.60,48.00,Cute Charm,Contrary,,74,115,70,135,80,106,580,3
906,Sprigatito,9,Grass,,Grass Cat Pokémon,0.40,4.10,Overgrow,Protean,,40,61,54,45,45,65,310,45
907,Floragato,9,Grass,,Grass Cat Pokémon,0.90,12.20,Overgrow,Protean,,61,80,63,60,63,83,410,45
908,Meowscarada,9,Grass,Dark,Magician Pokémon,1.50,31.20,Overgrow,Protean,,76,110,70,81,70,123,530,45
909,Fuecoco,9,Fire,,Fire Croc Pokémon,0.40,9.80,Blaze,Unaware,,67,45,59,63,40,36,310,45
910,Crocalor,9,Fire,,Fire Croc Pokémon,1.00,30.70,Blaze,Unaware,,81,55,78,90,58,49,411,45
911,Skeledirge,9,Fire,Ghost,Singer Pokémon,1.60,326.50,Blaze,Unaware,,104,75,100,110,75,66,530,45
912,Quaxly,9,Water,,Duckling Pokémon,0.50,6.10,Torrent,Moxie,,55,65,45,50,45,50,310,45
913,Quaxwell,9,Water,,Practicing Pokémon,1.20,21.50,Torrent,Moxie,,70,85,65,65,60,65,410,45
914,Quaquaval,9,Water,Fighting,Dancer Pokémon,1.80,61.90,Torrent,Moxie,,85,120,80,85,75,85,530,45
915,Lechonk,9,Normal,,Hog Pokémon,0.50,10.20,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,255
916,Oinkologne,9,Normal,,Hog Pokémon,1.00,120.00,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,100
917,Tarountula,9,Bug,,String Ball Pokémon,0.30,4.00,Insomnia,Stakeout,,35,41,45,29,40,20,210,255
918,Spidops,9,Bug,,Trap Pokémon,1.00,16.50,Insomnia,Stakeout,,60,79,92,52,86,35,404,120
919,Nymble,9,Bug,,Grasshopper Pokémon,0.20,1.00,Swarm,Tinted Lens,,33,46,40,21,25,45,210,190
920,Lokix,9,Bug,Dark,Grasshopper Pokémon,1.00,17.50,Swarm,Tinted Lens,,71,102,78,52,55,92,450,30
921,Pawmi,9,Electric,,Mouse Pokémon,0.30,2.50,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,190
922,Pawmo,9,Electric,Fighting,Mouse Pokémon,0.40,6.50,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,80
923,Pawmot,9,Electric,Fighting,Hands-On Pokémon,0.90,41.00,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,45
924,Tandemaus,9,Normal,,Couple Pokémon,0.30,1.80,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,150
925,Maushold,9,Normal,,Family Pokémon,0.30,2.80,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,75
926,Fidough,9,Fairy,,Puppy Pokémon,0.30,10.90,Own Tempo,Klutz,,37,55,70,30,55,65,312,190
927,Dachsbun,9,Fairy,,Dog Pokémon,0.50,14.90,Well-Baked Body,Aroma Veil,,57,80,115,50,80,95,477,90
928,Smoliv,9,Grass,Normal,Olive Pokémon,0.30,6.50,Early Bird,Harvest,,41,35,45,58,51,30,260,255
929,Dolliv,9,Grass,Normal,Olive Pokémon,0.60,11.90,Early Bird,Harvest,,52,53,60,78,78,33,354,120
930,Arboliva,9,Grass,Normal,Olive Pokémon,1.40,48.20,Seed Sower,Harvest,,78,69,90,125,109,39,510,45
931,Squawkabilly,9,Normal,Flying,Parrot Pokémon,0.60,2.40,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,190
932,Nacli,9,Rock,,Rock Salt Pokémon,0.40,16.00,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,255
933,Naclstack,9,Rock,,Rock Salt Pokémon,0.60,105.00,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,120
934,Garganacl,9,Rock,,Rock Salt Pokémon,2.30,240.00,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,45
935,Charcadet,9,Fire,,Fire Child Pokémon,0.60,10.50,Flash Fire,Flame Body,,40,50,40,50,40,35,255,90
936,Armarouge,9,Fire,Psychic,Fire Warrior Pokémon,1.50,85.00,Flash Fire,Weak Armor,,85,60,100,125,80,75,525,25
937,Ceruledge,9,Fire,Ghost,Fire Blades Pokémon,1.60,62.00,Flash Fire,Weak Armor,,75,125,80,60,100,85,525,25
938,Tadbulb,9,Electric,,EleTadpole Pokémon,0.30,0.40,Own Tempo,Static,Damp,61,31,41,59,35,45,272,190
939,Bellibolt,9,Electric,,EleFrog Pokémon,1.20,113.00,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,50
940,Wattrel,9,Electric,Flying,Storm Petrel Pokémon,0.40,3.60,Wind Power,Volt Absorb,Competitive,40,40,35,55,40,70,280,180
941,Kilowattrel,9,Electric,Flying,Frigatebird Pokémon,1.40,38.60,Wind Power,Volt Absorb,Competitive,70,70,60,105,60,125,490,90
942,Maschiff,9,Dark,,Rascal Pokémon,0.50,16.00,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,150
943,Mabosstiff,9,Dark,,Boss Pokémon,1.10,61.00,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,75
944,Shroodle,9,Poison,Normal,Toxic Mouse Pokémon,0.20,0.70,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,190
945,Grafaiai,9,Poison,Normal,Toxic Monkey Pokémon,0.70,27.20,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,90
946,Bramblin,9,Grass,Ghost,Tumbleweed Pokémon,0.60,0.60,Wind Rider,Infiltrator,,40,65,30,45,35,60,275,190
947,Brambleghast,9,Grass,Ghost,Tumbleweed Pokémon,1.20,6.00,Wind Rider,Infiltrator,,55,115,70,80,70,90,480,45
948,Toedscool,9,Ground,Grass,Woodear Pokémon,0.90,33.00,Mycelium Might,,,40,40,35,50,100,70,335,190
949,Toedscruel,9,Ground,Grass,Woodear Pokémon,1.90,58.00,Mycelium Might,,,80,70,65,80,120,100,515,90
950,Klawf,9,Rock,,Ambush Pokémon,1.30,79.00,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,120
951,Capsakid,9,Grass,,Spicy Pepper Pokémon,0.30,3.00,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,190
952,Scovillain,9,Grass,Fire,Spicy Pepper Pokémon,0.90,15.00,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,75
953,Rellor,9,Bug,,Rolling Pokémon,0.20,1.00,Compound Eyes,Shed Skin,,41,50,60,31,58,30,270,190
954,Rabsca,9,Bug,Psychic,Rolling Pokémon,0.30,3.50,Synchronize,Telepathy,,75,50,85,115,100,45,470,45
955,Flittle,9,Psychic,,Frill Pokémon,0.20,1.50,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,120
956,Espathra,9,Psychic,,Ostrich Pokémon,1.90,90.00,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,60
957,Tinkatink,9,Fairy,Steel,Metalsmith Pokémon,0.40,8.90,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,190
958,Tinkatuff,9,Fairy,Steel,Hammer Pokémon,0.70,59.10,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,90
959,Tinkaton,9,Fairy,Steel,Hammer Pokémon,0.70,112.80,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,45
960,Wiglett,9,Water,,Garden Eel Pokémon,1.20,1.80,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,255
961,Wugtrio,9,Water,,Garden Eel Pokémon,1.20,5.40,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,50
962,Bombirdier,9,Flying,Dark,Item Drop Pokémon,1.50,42.90,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,25
963,Finizen,9,Water,,Dolphin Pokémon,1.30,60.20,Water Veil,,,70,45,40,45,40,75,315,200
964,Palafin,9,Water,,Dolphin Pokémon,1.30,60.20,Zero to Hero,,,100,70,72,53,62,100,457,45
965,Varoom,9,Steel,Poison,Single-Cyl Pokémon,1.00,35.00,Overcoat,Slow Start,,45,70,63,30,45,47,300,190
966,Revavroom,9,Steel,Poison,Multi-Cyl Pokémon,1.80,120.00,Overcoat,Filter,,80,119,90,54,67,90,500,75
967,Cyclizar,9,Dragon,Normal,Mount Pokémon,1.60,63.00,Shed Skin,Regenerator,,70,95,65,85,65,121,501,190
968,Orthworm,9,Steel,,Earthworm Pokémon,2.50,310.00,Earth Eater,Sand Veil,,70,85,145,60,55,65,480,25
969,Glimmet,9,Rock,Poison,Ore Pokémon,0.70,8.00,Toxic Debris,Corrosion,,48,35,42,105,60,60,350,70
970,Glimmora,9,Rock,Poison,Ore Pokémon,1.50,45.00,Toxic Debris,Corrosion,,83,55,90,130,81,86,525,25
971,Greavard,9,Ghost,,Ghost Dog Pokémon,0.60,35.00,Pickup,Fluffy,,50,61,60,30,55,34,290,120
972,Houndstone,9,Ghost,,Ghost Dog Pokémon,2.00,15.00,Sand Rush,Fluffy,,72,101,100,50,97,68,488,60
973,Flamigo,9,Flying,Fighting,Synchronize Pokémon,1.60,37.00,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,100
974,Cetoddle,9,Ice,,Terra Whale Pokémon,1.20,45.00,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,150
975,Cetitan,9,Ice,,Terra Whale Pokémon,4.50,700.00,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,50
976,Veluza,9,Water,Psychic,Jettison Pokémon,2.50,90.00,Mold Breaker,Sharpness,,90,102,73,78,65,70,478,100
977,Dondozo,9,Water,,Big Catfish Pokémon,12.00,220.00,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,25
978,Tatsugiri,9,Dragon,Water,Mimicry Pokémon,0.30,8.00,Commander,Storm Drain,,68,50,60,120,95,82,475,100
979,Annihilape,9,Fighting,Ghost,Rage Monkey Pokémon,1.20,56.00,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,45
980,Clodsire,9,Poison,Ground,Spiny Fish Pokémon,1.80,223.00,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,90
981,Farigiraf,9,Normal,Psychic,Long Neck Pokémon,3.20,160.00,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,45
982,Dudunsparce,9,Normal,,Land Snake Pokémon,3.60,39.20,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,45
983,Kingambit,9,Dark,Steel,Big Blade Pokémon,2.00,120.00,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,25
984,Great Tusk,9,Ground,Fighting,Paradox Pokémon,2.20,320.00,Protosynthesis,,,115,131,131,53,53,87,570,30
985,Scream Tail,9,Fairy,Psychic,Paradox Pokémon,1.20,8.00,Protosynthesis,,,115,65,99,65,115,111,570,50
986,Brute Bonnet,9,Grass,Dark,Paradox Pokémon,1.20,21.00,Protosynthesis,,,111,127,99,79,99,55,570,50
987,Flutter Mane,9,Ghost,Fairy,Paradox Pokémon,1.40,4.00,Protosynthesis,,,55,55,55,135,135,135,570,30
988,Slither Wing,9,Bug,Fighting,Paradox Pokémon,3.20,92.00,Protosynthesis,,,85,135,79,85,105,81,570,30
989,Sandy Shocks,9,Electric,Ground,Paradox Pokémon,2.30,60.00,Protosynthesis,,,85,81,97,121,85,101,570,30
990,Iron Treads,9,Ground,Steel,Paradox Pokémon,0.90,240.00,Quark Drive,,,90,112,120,72,70,106,570,30
991,Iron Bundle,9,Ice,Water,Paradox Pokémon,0.60,11.00,Quark Drive,,,56,80,114,124,60,136,570,50
992,Iron Hands,9,Fighting,Electric,Paradox Pokémon,1.80,380.70,Quark Drive,,,154,140,108,50,68,50,570,50
993,Iron Jugulis,9,Dark,Flying,Paradox Pokémon,1.30,111.00,Quark Drive,,,94,80,86,122,80,108,570,30
994,Iron Moth,9,Fire,Poison,Paradox Pokémon,1.20,36.00,Quark Drive,,,80,70,60,140,110,110,570,30
995,Iron Thorns,9,Rock,Electric,Paradox Pokémon,1.60,303.00,Quark Drive,,,100,134,110,70,84,72,570,30
996,Frigibax,9,Dragon,Ice,Ice Fin Pokémon,0.50,17.00,Thermal Exchange,Ice Body,,65,75,45,35,45,55,320,45
997,Arctibax,9,Dragon,Ice,Ice Fin Pokémon,0.80,30.00,Thermal Exchange,Ice Body,,90,95,66,45,65,62,423,25
998,Baxcalibur,9,Dragon,Ice,Ice Dragon Pokémon,2.10,210.00,Thermal Exchange,Ice Body,,115,145,92,75,86,87,600,10
999,Gimmighoul,9,Ghost,,Coin Chest Pokémon,0.30,5.00,Rattled,,,45,30,70,75,70,10,300,45
1000,Gholdengo,9,Steel,Ghost,Coin Entity Pokémon,1.20,30.00,Good as Gold,,,87,60,95,133,91,84,550,45
1001,Wo-Chien,9,Dark,Grass,Ruinous Pokémon,1.50,74.20,Tablets of Ruin,,,85,85,100,95,135,70,570,6
1002,Chien-Pao,9,Dark,Ice,Ruinous Pokémon,1.90,152.20,Sword of Ruin,,,80,120,80,90,65,135,570,6
1003,Ting-Lu,9,Dark,Ground,Ruinous Pokémon,2.70,699.70,Vessel of Ruin,,,155,110,125,55,80,45,570,6
1004,Chi-Yu,9,Dark,Fire,Ruinous Pokémon,0.40,4.90,Beads of Ruin,,,55,80,80,135,120,100,570,6
1005,Roaring Moon,9,Dragon,Dark,Paradox Pokémon,2.00,380.00,Protosynthesis,,,105,139,71,55,101,119,590,10
1006,Iron Valiant,9,Fairy,Fighting,Paradox Pokémon,1.40,35.00,Quark Drive,,,74,130,90,120,60,116,590,10
1007,Koraidon,9,Fighting,Dragon,Paradox Pokémon,2.50,303.00,Orichalcum Pulse,,,100,135,115,85,100,135,670,3
1008,Miraidon,9,Electric,Dragon,Paradox Pokémon,3.50,240.00,Hadron Engine,,,100,85,100,135,115,135,670,3
1009,Walking Wake,9,Water,Dragon,Paradox Pokémon,3.50,280.00,Protosynthesis,,,99,83,91,125,83,109,590,5
1010,Iron Leaves,9,Grass,Psychic,Paradox Pokémon,1.50,125.00,Quark Drive,,,90,130,88,70,108,104,590,5
1011,Dipplin,9,Grass,Dragon,Candy Apple Pokémon,0.40,4.40,Supersweet Syrup,Gluttony,Sticky Hold,80,80,110,95,80,40,485,45
1012,Poltchageist,9,Grass,Ghost,Matcha Pokémon,0.10,1.10,Hospitality,Heatproof,,40,45,45,74,54,50,308,120
1013,Sinistcha,9,Grass,Ghost,Matcha Pokémon,0.20,2.20,Hospitality,Heatproof,,71,60,106,121,80,70,508,60
1014,Okidogi,9,Poison,Fighting,Retainer Pokémon,1.80,92.00,Toxic Chain,Guard Dog,,88,128,115,58,86,80,555,3
1015,Munkidori,9,Poison,Psychic,Retainer Pokémon,1.00,12.20,Toxic Chain,Frisk,,88,75,66,130,90,106,555,3
1016,Fezandipiti,9,Poison,Fairy,Retainer Pokémon,1.40,30.10,Toxic Chain,Technician,,88,91,82,70,125,99,555,3
1017,Ogerpon,9,Grass,,Mask Pokémon,1.20,39.80,Defiant,Embody Aspect,,80,120,84,60,96,110,550,5
1018,Archaludon,9,Steel,Dragon,Alloy Pokémon,2.00,60.00,Stamina,Sturdy,Stalwart,90,105,130,125,65,85,600,10
1019,Hydrapple,9,Grass,Dragon,,1.80,93.00,Supersweet Syrup,Regenerator,Sticky Hold,106,80,110,120,80,44,540,10
1020,Gouging Fire,9,Fire,Dragon,Paradox Pokémon,3.50,590.00,Protosynthesis,,,105,115,121,65,93,91,590,10
1021,Raging Bolt,9,Electric,Dragon,Paradox Pokémon,5.20,480.00,Protosynthesis,,,125,73,91,137,89,75,590,10
1022,Iron Boulder,9,Rock,Psychic,Paradox Pokémon,1.50,162.50,Quark Drive,,,90,120,80,68,108,124,590,10
1023,Iron Crown,9,Steel,Psychic,Paradox Pokémon,1.60,156.00,Quark Drive,,,90,72,100,122,108,98,590,10
1024,Terapagos,9,Normal,,Tera Pokémon,0.20,6.50,Tera Shift,,,90,65,85,65,85,60,450,255
1025,Pecharunt,9,Poison,Ghost,Subjugation Pokémon,0.30,0.30,Poison Puppeteer,,,88,88,160,88,88,88,600,3
